student,school,time,message
9,IOE00867,77,"Walk to Heronwood Hospital THEN W13 bus to Wanstead Station THEN Central line to Stratford THEN Elizabeth line to West Ealing Station THEN Walk to The Avenue (W13) THEN E1 bus to Kennedy Road THEN Walk to 4 Kennedy Road, Hanwell"
9,IOE00869,70,"Walk to Heronwood Hospital THEN W13 bus to Wanstead Station THEN Central line to Stratford THEN Elizabeth line to Ealing Broadway Station THEN Central line to West Acton THEN Walk to 1 Garage Road, Acton"
9,IOE00953,56,"Walk to Snaresbrook Station THEN Central line to Stratford THEN Greater Anglia to Northumberland Park THEN W3 bus to Gillham Terrace THEN Walk to 1 Taylor Close, Tottenham"
9,IOE00954,73,"Walk to High Street / Hermon Hill THEN W14 bus to Leytonstone High Road Station THEN London Overground to Crouch Hill Rail Station THEN Walk to Shaftesbury Road (N19) THEN W7 bus to Muswell Hill Broadway THEN Walk to Muswell Hill THEN 234 bus to Pages Hill THEN Walk to 1 Burlington Road, Muswell Hill"
9,IOE00963,56,"Walk to Snaresbrook Station THEN Central line to Leytonstone THEN Walk to Leytonstone Station / Grove Green Road THEN W16 bus to Leyton Midland Road Station THEN London Overground to Harringay Green Lanes Rail Station THEN 341 bus to Philip Lane THEN Walk to 1 Ashleys Alley, Tottenham"
9,IOE00976,63,"Walk to Snaresbrook Station THEN Central line to Leytonstone THEN Walk to Leytonstone Station / Grove Green Road THEN W16 bus to Leyton Midland Road Station THEN London Overground to Harringay Green Lanes Rail Station THEN 141 bus to Wood Green Police Station THEN Walk to 9999 Crofts Lane, Wood Green"
9,IOE00978,63,"Walk to Snaresbrook Station THEN Central line to Bank THEN Northern line to Moorgate THEN Great Northern to Alexandra Palace THEN Walk to 1 Station Road, Wood Green"
9,IOE01009,84,"Walk to Heronwood Hospital THEN W13 bus to High Street / Hermon Hill THEN Walk to Snaresbrook Station THEN Central line to Liverpool Street THEN Metropolitan line to Harrow-on-the-Hill THEN Walk to Harrow Bus Station THEN H18 bus to Southfield Park THEN Walk to 1 George V Avenue, Pinner"
9,IOE01013,90,"Walk to Snaresbrook Station THEN Central line to South Ruislip THEN 114 bus to Kings Road (HA2) THEN Walk to 312 Eastcote Lane, South Harrow"
9,IOE01062,101,"Walk to Snaresbrook Station THEN Central line to Oxford Circus THEN Bakerloo line to Baker Street THEN Metropolitan line to Uxbridge THEN 607 bus to The Greenway THEN Walk to 1 The Greenway, Uxbridge"
9,IOE01153,47,"Walk to Heronwood Hospital THEN W13 bus to Wanstead Station THEN 101 bus to East Ham Station THEN 147 bus to Sheridan Road THEN Walk to 13 Rectory Road, Manor Park"
9,IOE01157,47,"Walk to Snaresbrook Station THEN Central line to Stratford THEN Walk to Stratford Bus Station THEN 473 bus to Bennett Road THEN Walk to 9 Oban Close, Plaistow"
9,IOE01165,51,"Walk to Heronwood Hospital THEN W13 bus to Wanstead Station THEN 101 bus to Tollgate Rd/Woolwich Manor Way THEN Walk to 1 Mitchell Walk, Beckton"
9,IOE01190,14,"Walk to Heronwood Hospital THEN W13 bus to Chingford Lane (IG8) THEN Walk to 8 The Charter Road, Woodford Green"
9,IOE01191,23,"Walk to Heronwood Hospital THEN W13 bus to George Lane / Chigwell Road THEN W14 bus to Wansford Road THEN Walk to 198 St Barnabas Road, Woodford Green"
9,IOE01223,83,"Walk to Snaresbrook Station THEN Central line to Bank THEN Waterloo & City line to Waterloo THEN South Western Railway to Richmond THEN 490 bus to Orleans Park School THEN Walk to 9999 Orleans Road, Twickenham"
9,IOE01263,20,"Walk to Charnwood Drive THEN W12 bus to The Forest THEN Walk to 1 Oakhurst Gardens, Walthamstow"
9,IOE01275,47,"Walk to Heronwood Hospital THEN W13 bus to Woodford Green / Broadmead Road THEN 179 bus to Station Road / The Green THEN 97 bus to Chingford Fire Station THEN Walk to 9999 Nevin Drive, Chingford"
9,IOE01406,94,"Walk to Snaresbrook Station THEN Central line to Lancaster Gate THEN Walk to Paddington Rail Station THEN Great Western Railway to Slough THEN Walk to Slough Town Centre, Slough Bus Station THEN 2 bus to Chalvey, Windsor Road McDonalds THEN Walk to 16 Ragstone Road, Slough"
9,IOE01431,27,"Walk to Heronwood Hospital THEN W13 bus to South Woodford Station THEN Central line to Loughton THEN Walk to 1 Alderton Hill, Loughton"
9,IOE01586,99,"Walk to Snaresbrook Station THEN Central line to Bank THEN Northern line to Euston THEN West Midlands Trains to Bushey THEN Walk to Bushey Arches THEN 602 bus to Bushey (Watford), Queens School THEN Walk to Bushey (Watford)"
9,IOE01595,91,"Walk to Heronwood Hospital THEN W13 bus to Wanstead Station THEN Central line to Stratford THEN Elizabeth line to Farringdon Station THEN Thameslink to St Albans City THEN Walk to St Albans, St Albans City Railway Station THEN 305 bus to New Greens, New Greens Avenue THEN Walk to 5 Sandridgebury Lane, St Albans"
9,IOE01599,99,"Walk to Snaresbrook Station THEN Central line to Stratford THEN Elizabeth line to Farringdon Station THEN Thameslink to Elstree & Borehamwood THEN 306 bus to Bushey (Watford), Little Reddings School THEN Walk to 1 Coldharbour Lane, Bushey"
9,IOE01821,79,Walk to Snaresbrook Station THEN Central line to Leyton THEN 69 bus to Walthamstow Bus Station THEN Walk to Walthamstow Central Station THEN Victoria line to Finsbury Park THEN Piccadilly line to Arnos Grove THEN 251 bus to Beaconsfield Road (N11) THEN Walk to Brunswick Park
9,IOE01839,56,"Walk to Snaresbrook Station THEN Central line to Stratford THEN Elizabeth line to Paddington Rail Station THEN Walk to 60 Malden Road, Camden"
9,IOE01856,74,"Walk to Snaresbrook Station THEN Central line to Stratford THEN Elizabeth line to Tottenham Court Road Station THEN Northern line to East Finchley THEN 263 bus to Kitchener Road THEN Walk to 9999 Gilden Crescent, Kentish Town"
9,IOE02395,54,"Walk to Heronwood Hospital THEN W13 bus to High Street / Hermon Hill THEN Walk to Snaresbrook Station THEN Central line to Bethnal Green THEN D6 bus to Cambridge Heath Station THEN London Overground to Stoke Newington Rail Station THEN Walk to 39 Cazenove Road, Stamford Hill"
9,IOE02497,83,"Walk to Snaresbrook Station THEN Central line to Stratford THEN Jubilee line to Canada Water THEN London Overground to Crystal Palace Rail Station THEN 249 bus to Beulah Spa THEN Walk to 72 Spurgeon Road, Upper Norwood"
13,IOE00043,75,"Walk to Nutter Lane THEN 66 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Stratford THEN London Overground to Gospel Oak Rail Station THEN C11 bus to William Ellis School THEN Walk to 1 Gilden Crescent, Kentish Town"
13,IOE00044,67,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Liverpool Street THEN Metropolitan line to King's Cross St.Pancras THEN Walk to 123 Chalton Street, Camden"
13,IOE00045,83,"Walk to Nutter Lane THEN 145 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Bond Street THEN Jubilee line to West Hampstead THEN Walk to West Hampstead Thameslink Rail Station THEN C11 bus to Hampstead School THEN Walk to 9999 Gilden Crescent, Kentish Town"
13,IOE00046,70,"Walk to Nutter Lane THEN 66 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Stratford THEN Elizabeth line to Tottenham Court Road Station THEN Northern line to Tufnell Park THEN Walk to 12 Dartmouth Park Hill, Holloway"
13,IOE00081,79,"Walk to Nutter Lane THEN 145 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Stratford THEN Jubilee line to Canning Town THEN DLR to Woolwich Arsenal DLR Station THEN Walk to Woolwich Arsenal Station THEN 291 bus to Heavitree Road THEN Walk to 1 Old Mill Road, Plumstead"
13,IOE00128,57,"Walk to Nutter Lane THEN 66 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Mile End THEN District line to Whitechapel THEN London Overground to Hoxton Rail Station THEN Walk to 1 Thurtle Road, Bethnal Green"
13,IOE00131,55,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Stratford THEN London Overground to Hackney Central Rail Station THEN Walk to 9999 Frampton Park Road, Hackney"
13,IOE00166,81,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Mile End THEN District line to Barons Court THEN Walk to 37 St Dunstans Road, Hammersmith"
13,IOE00172,81,"Walk to Nutter Lane THEN 145 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Mile End THEN District line to Parsons Green THEN Walk to 9 Parsons Green, Fulham"
13,IOE00218,78,"Walk to Elmcroft Avenue THEN W12 bus to Wanstead Place THEN W14 bus to Leytonstone High Road Station THEN London Overground to Upper Holloway Rail Station THEN Walk to Archway Station THEN 210 bus to Waterlow Park/Lauderdale House THEN Walk to 1 Gilden Crescent, Kentish Town"
13,IOE00223,73,"Walk to Elmcroft Avenue THEN W12 bus to Wanstead Place THEN W14 bus to Leytonstone High Road Station THEN London Overground to Crouch Hill Rail Station THEN Walk to Albert Road, Crouch Hill THEN W7 bus to Tollington Park THEN Walk to 9999 Turle Road, Finsbury Park"
13,IOE00276,95,"Walk to Nutter Lane THEN 145 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Bank THEN Northern line to Balham THEN Walk to Balham Rail Station THEN Southern to Streatham Common THEN 60 bus to Braeside Road THEN Walk to 100 Woodmansterne Road, Streatham"
13,IOE00348,77,"Walk to Nutter Lane THEN 145 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Mile End THEN District line to Whitechapel THEN London Overground to Forest Hill Rail Station THEN Walk to Forest Hill Stn / Waldram Cres THEN 122 bus to Sydenham School THEN Walk to 161 Dartmouth Road, Forest Hill"
13,IOE00352,64,"Walk to Nutter Lane THEN 66 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Mile End THEN District line to Whitechapel THEN London Overground to New Cross Rail Station THEN Walk to 9999 Wilshaw Street, New Cross"
13,IOE00403,64,"Walk to Nutter Lane THEN 66 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Mile End THEN District line to Whitechapel THEN London Overground to Canada Water Rail Station THEN Walk to Canada Water Bus Station THEN 381 bus to Canada Street THEN Walk to 15 Timber Pond Road, Rotherhithe"
13,IOE00406,73,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Mile End THEN Hammersmith & City line to Whitechapel THEN London Overground to Peckham Rye Rail Station THEN 63 bus to Friern Road THEN Walk to 1 Friern Road, East Dulwich"
13,IOE00452,49,Walk to Elmcroft Avenue THEN W12 bus to Wanstead Place THEN W14 bus to Snaresbrook Station THEN Central line to Bethnal Green THEN Walk to Globe Town
13,IOE00454,51,"Walk to Nutter Lane THEN 66 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Mile End THEN Walk to Mile End Station / Bow Road THEN 339 bus to Dongola Road THEN Walk to 1 Ocean Street, Tower Hamlets"
13,IOE00460,54,"Walk to Nutter Lane THEN 66 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Mile End THEN District line to Aldgate East THEN 15 bus to Arbour Square THEN Walk to 402 Commercial Road, Tower Hamlets"
13,IOE00471,52,"Walk to Nutter Lane THEN 66 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Bethnal Green THEN 8 bus to Barnet Grove THEN Walk to 1 Lorden Walk, Bethnal Green"
13,IOE00506,75,"Walk to Nutter Lane THEN 145 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Bank THEN Northern line to Balham THEN Walk to 9999 Hearnville Road, Balham"
13,IOE00509,87,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Bank THEN Waterloo & City line to Waterloo THEN South Western Railway to Earlsfield THEN 270 bus to Burntwood Lane THEN Walk to 187 Burntwood Lane, Wandsworth"
13,IOE00538,73,"Walk to Nutter Lane THEN 66 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Stratford THEN Elizabeth line to Paddington Rail Station THEN Walk to Paddington Underground Station THEN Bakerloo line to Kilburn Park THEN Walk to 42 Oxford Road, Kilburn"
13,IOE00553,67,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Mile End THEN District line to St. James's Park THEN Walk to 1 Palace Street, St James's Park"
13,IOE00572,61,"Walk to Nutter Lane THEN 145 bus to Ilford Station THEN Walk to Ilford Station / Ilford Hill THEN EL1 bus to Barking Station THEN 62 bus to Salisbury Avenue THEN Walk to 61 Sandringham Road, Barking"
13,IOE00579,60,"Walk to Nutter Lane THEN 145 bus to Ilford Station THEN Walk to Ilford Station / Ilford Hill THEN EL1 bus to King Edwards Road THEN 287 bus to Gale Street / Goresbrook Leisure Centre THEN Walk to 1 Gale Street, Dagenham"
13,IOE00582,42,"Walk to Nutter Lane THEN 66 bus to Whalebone Ln Nth/The Moby Dick THEN Walk to 455 Whalebone Lane North, Chadwell Heath"
13,IOE00641,80,"Walk to Nutter Lane THEN 145 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Bank THEN Northern line to Golders Green THEN 268 bus to Wellgarth Road THEN Walk to 1 North End Road, Golders Green"
13,IOE00664,99,Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Tottenham Court Road THEN Northern line to East Finchley THEN 143 bus to Basing Way THEN Walk to Finchley
13,IOE00674,95,Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Tottenham Court Road THEN Northern line to East Finchley THEN 143 bus to Ossulton Way THEN Walk to Hampstead Garden Suburb
13,IOE00692,96,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Stratford THEN DLR to Woolwich Arsenal DLR Station THEN Walk to Woolwich Station THEN 96 bus to Bexleyheath / Highland Road THEN Walk to 38 Watling Street, Bexleyheath"
13,IOE00694,86,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Stratford THEN Jubilee line to North Greenwich THEN Walk to North Greenwich Station THEN 132 bus to Blackfen School For Girls THEN Walk to 443 Blackfen Road, Sidcup"
13,IOE00739,94,"Walk to Nutter Lane THEN 66 bus to Parham Drive THEN Walk to Gants Hill THEN Central line to Liverpool Street THEN Metropolitan line to Wembley Park THEN Jubilee line to Kingsbury THEN 183 bus to Shrewsbury Avenue THEN Walk to 21 Claremont Avenue, Kenton"
13,IOE00740,95,"Walk to Nutter Lane THEN 145 bus to Ilford Station THEN Elizabeth line to Bond Street Station THEN Jubilee line to Kingsbury THEN Walk to Kingsbury Circle THEN 303 bus to Eton Grove THEN Walk to 162 Princes Avenue, Kingsbury"
13,IOE00753,103,"Walk to Nutter Lane THEN 66 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Stratford THEN Jubilee line to North Greenwich THEN Walk to North Greenwich Station THEN 132 bus to Eltham Station / Sherard Road THEN 161 bus to Mottingham Road / Court Road THEN 638 bus to Eltham College THEN Walk to 1 Colview Court, Mottingham"
13,IOE00812,84,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Stratford THEN Jubilee line to London Bridge THEN Thameslink to Norwood Junction THEN 196 bus to Portland Road THEN Walk to 9999 Cumberlow Avenue, South Norwood"
13,IOE00813,90,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Stratford THEN Jubilee line to Canada Water THEN London Overground to Crystal Palace Rail Station THEN 410 bus to Harris City Academy THEN Walk to 1 Mowbray Road, Upper Norwood"
13,IOE00818,100,"Walk to Nutter Lane THEN 145 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Bank THEN Northern line to Balham THEN Walk to Balham Rail Station THEN Southern to Norbury THEN 50 bus to Dunbar Avenue THEN Walk to 34 Kensington Avenue, Thornton Heath"
13,IOE00822,93,"Walk to Nutter Lane THEN N8 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Bank THEN Northern line to Elephant & Castle THEN 468 bus to Grecian Crescent THEN Walk to 1 Beulah Hill, South Norwood"
13,IOE00831,105,"Walk to Nutter Lane THEN N8 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Mile End THEN District line to Whitechapel THEN London Overground to Sydenham Rail Station THEN Walk to Newlands Park THEN 194 bus to Elmers End Green THEN 367 bus to Glade Gardens THEN Walk to 94 Orchard Way, Croydon"
13,IOE00863,102,"Walk to Nutter Lane THEN N8 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Bond Street THEN Elizabeth line to Southall Station THEN H32 bus to The Green THEN 105 bus to Allenby Road THEN Walk to 106 Allenby Road, Southall"
13,IOE00867,92,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Stratford THEN Elizabeth line to West Ealing Station THEN Walk to The Avenue (W13) THEN E1 bus to Kennedy Road THEN Walk to 4 Kennedy Road, Hanwell"
13,IOE00869,84,"Walk to Nutter Lane THEN 66 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Stratford THEN Elizabeth line to Ealing Broadway Station THEN Central line to West Acton THEN Walk to 1 Garage Road, Acton"
13,IOE00953,69,"Walk to Elmcroft Avenue THEN W12 bus to Wanstead Place THEN W14 bus to Snaresbrook Station THEN Central line to Stratford THEN Greater Anglia to Northumberland Park THEN W3 bus to Gillham Terrace THEN Walk to 1 Taylor Close, Tottenham"
13,IOE00954,87,"Walk to Elmcroft Avenue THEN W12 bus to Wanstead Place THEN W14 bus to Leytonstone High Road Station THEN London Overground to Crouch Hill Rail Station THEN Walk to Shaftesbury Road (N19) THEN W7 bus to Muswell Hill Broadway THEN Walk to Muswell Hill THEN 234 bus to Pages Hill THEN Walk to 1 Burlington Road, Muswell Hill"
13,IOE00963,68,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Leytonstone THEN W14 bus to Leytonstone High Road Station THEN London Overground to South Tottenham Rail Station THEN 243 bus to Seven Sisters Road THEN Walk to Seven Sisters Station THEN 41 bus to La Rose Lane THEN Walk to 1 Ashleys Alley, Tottenham"
13,IOE00976,76,"Walk to Elmcroft Avenue THEN W12 bus to Wanstead Place THEN W14 bus to Leytonstone High Road Station THEN London Overground to Harringay Green Lanes Rail Station THEN 141 bus to Wood Green Police Station THEN Walk to 9999 Crofts Lane, Wood Green"
13,IOE00978,77,"Walk to Elmcroft Avenue THEN W12 bus to Walthamstow Bus Station THEN Walk to Walthamstow Central Station THEN Victoria line to Finsbury Park THEN Piccadilly line to Wood Green THEN W3 bus to Alexandra Palace THEN Walk to 1 Station Road, Wood Green"
13,IOE01009,99,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Liverpool Street THEN Metropolitan line to Harrow-on-the-Hill THEN Walk to Harrow Bus Station THEN H18 bus to Southfield Park THEN Walk to 1 George V Avenue, Pinner"
13,IOE01013,96,"Walk to Nutter Lane THEN N8 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to South Ruislip THEN 114 bus to Kings Road (HA2) THEN Walk to 312 Eastcote Lane, South Harrow"
13,IOE01062,111,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Oxford Circus THEN Bakerloo line to Baker Street THEN Metropolitan line to Uxbridge THEN 607 bus to The Greenway THEN Walk to 1 The Greenway, Uxbridge"
13,IOE01153,44,"Walk to Nutter Lane THEN 145 bus to Ilford Station THEN Walk to Ilford Broadway THEN 147 bus to Church Road /Dersingham Avenue THEN Walk to 13 Rectory Road, Manor Park"
13,IOE01157,58,"Walk to Nutter Lane THEN 66 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Stratford THEN Walk to Stratford Bus Station THEN 262 bus to Bennett Road THEN Walk to 9 Oban Close, Plaistow"
13,IOE01165,63,"Walk to Elmcroft Avenue THEN W12 bus to Woodbine Place THEN 101 bus to Tollgate Rd/Woolwich Manor Way THEN Walk to 1 Mitchell Walk, Beckton"
13,IOE01190,29,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN W13 bus to Chingford Lane (IG8) THEN Walk to 8 The Charter Road, Woodford Green"
13,IOE01191,30,"Walk to Elmcroft Avenue THEN W12 bus to George Lane / Chigwell Road THEN W14 bus to Wansford Road THEN Walk to 198 St Barnabas Road, Woodford Green"
13,IOE01223,99,"Walk to Nutter Lane THEN 145 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Bank THEN Waterloo & City line to Waterloo THEN South Western Railway to St Margarets (London) THEN Walk to 9999 Orleans Road, Twickenham"
13,IOE01263,24,"Walk to Elmcroft Avenue THEN W12 bus to The Forest THEN Walk to 1 Oakhurst Gardens, Walthamstow"
13,IOE01275,67,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN 179 bus to Station Road / The Green THEN 97 bus to Chingford Fire Station THEN Walk to 9999 Nevin Drive, Chingford"
13,IOE01406,96,"Walk to Nutter Lane THEN 145 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Mile End THEN Hammersmith & City line to Whitechapel THEN Elizabeth line to Paddington Rail Station THEN Great Western Railway to Slough THEN Walk to Slough Town Centre, Slough Bus Station THEN 2 bus to Chalvey, Windsor Road McDonalds THEN Walk to 16 Ragstone Road, Slough"
13,IOE01431,33,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Loughton THEN Walk to 1 Alderton Hill, Loughton"
13,IOE01586,112,"Walk to Nutter Lane THEN 145 bus to Ilford Station THEN Elizabeth line to Farringdon Station THEN Thameslink to Radlett THEN Walk to Radlett, Red Lion Hotel THEN 602 bus to Bushey (Watford), Queens School THEN Walk to Bushey (Watford)"
13,IOE01595,105,"Walk to Nutter Lane THEN 66 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Stratford THEN Elizabeth line to Farringdon Station THEN Thameslink to St Albans City THEN Walk to St Albans, St Albans City Railway Station THEN 305 bus to New Greens, New Greens Avenue THEN Walk to 5 Sandridgebury Lane, St Albans"
13,IOE01599,106,"Walk to Nutter Lane THEN N8 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Stratford THEN Elizabeth line to Farringdon Station THEN Thameslink to Elstree & Borehamwood THEN 306 bus to Bushey (Watford), Little Reddings School THEN Walk to 1 Coldharbour Lane, Bushey"
13,IOE01821,88,Walk to Elmcroft Avenue THEN W12 bus to Walthamstow Bus Station THEN Walk to Walthamstow Central Station THEN Victoria line to Finsbury Park THEN Piccadilly line to Arnos Grove THEN 251 bus to Beaconsfield Road (N11) THEN Walk to Brunswick Park
13,IOE01839,68,"Walk to Nutter Lane THEN 66 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Stratford THEN Elizabeth line to Paddington Rail Station THEN Walk to 60 Malden Road, Camden"
13,IOE01856,87,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Stratford THEN Elizabeth line to Tottenham Court Road Station THEN Northern line to East Finchley THEN 263 bus to Kitchener Road THEN Walk to 9999 Gilden Crescent, Kentish Town"
13,IOE02395,66,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Bethnal Green THEN D6 bus to Cambridge Heath Station THEN London Overground to Stoke Newington Rail Station THEN Walk to 39 Cazenove Road, Stamford Hill"
13,IOE02497,93,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Stratford THEN Jubilee line to Canada Water THEN London Overground to Crystal Palace Rail Station THEN 249 bus to Beulah Spa THEN Walk to 72 Spurgeon Road, Upper Norwood"
14,IOE00043,75,"Walk to Nutter Lane THEN 66 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Stratford THEN London Overground to Gospel Oak Rail Station THEN C11 bus to William Ellis School THEN Walk to 1 Gilden Crescent, Kentish Town"
14,IOE00044,67,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Liverpool Street THEN Metropolitan line to King's Cross St.Pancras THEN Walk to 123 Chalton Street, Camden"
14,IOE00045,83,"Walk to Nutter Lane THEN 145 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Bond Street THEN Jubilee line to West Hampstead THEN Walk to West Hampstead Thameslink Rail Station THEN C11 bus to Hampstead School THEN Walk to 9999 Gilden Crescent, Kentish Town"
14,IOE00046,70,"Walk to Nutter Lane THEN 66 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Stratford THEN Elizabeth line to Tottenham Court Road Station THEN Northern line to Tufnell Park THEN Walk to 12 Dartmouth Park Hill, Holloway"
14,IOE00081,79,"Walk to Nutter Lane THEN 145 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Stratford THEN Jubilee line to Canning Town THEN DLR to Woolwich Arsenal DLR Station THEN Walk to Woolwich Arsenal Station THEN 291 bus to Heavitree Road THEN Walk to 1 Old Mill Road, Plumstead"
14,IOE00128,57,"Walk to Nutter Lane THEN 66 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Mile End THEN District line to Whitechapel THEN London Overground to Hoxton Rail Station THEN Walk to 1 Thurtle Road, Bethnal Green"
14,IOE00131,55,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Stratford THEN London Overground to Hackney Central Rail Station THEN Walk to 9999 Frampton Park Road, Hackney"
14,IOE00166,81,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Mile End THEN District line to Barons Court THEN Walk to 37 St Dunstans Road, Hammersmith"
14,IOE00172,81,"Walk to Nutter Lane THEN 145 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Mile End THEN District line to Parsons Green THEN Walk to 9 Parsons Green, Fulham"
14,IOE00218,78,"Walk to Elmcroft Avenue THEN W12 bus to Wanstead Place THEN W14 bus to Leytonstone High Road Station THEN London Overground to Upper Holloway Rail Station THEN Walk to Archway Station THEN 210 bus to Waterlow Park/Lauderdale House THEN Walk to 1 Gilden Crescent, Kentish Town"
14,IOE00223,73,"Walk to Elmcroft Avenue THEN W12 bus to Wanstead Place THEN W14 bus to Leytonstone High Road Station THEN London Overground to Crouch Hill Rail Station THEN Walk to Albert Road, Crouch Hill THEN W7 bus to Tollington Park THEN Walk to 9999 Turle Road, Finsbury Park"
14,IOE00276,95,"Walk to Nutter Lane THEN 145 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Bank THEN Northern line to Balham THEN Walk to Balham Rail Station THEN Southern to Streatham Common THEN 60 bus to Braeside Road THEN Walk to 100 Woodmansterne Road, Streatham"
14,IOE00348,77,"Walk to Nutter Lane THEN 145 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Mile End THEN District line to Whitechapel THEN London Overground to Forest Hill Rail Station THEN Walk to Forest Hill Stn / Waldram Cres THEN 122 bus to Sydenham School THEN Walk to 161 Dartmouth Road, Forest Hill"
14,IOE00352,64,"Walk to Nutter Lane THEN 66 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Mile End THEN District line to Whitechapel THEN London Overground to New Cross Rail Station THEN Walk to 9999 Wilshaw Street, New Cross"
14,IOE00403,64,"Walk to Nutter Lane THEN 66 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Mile End THEN District line to Whitechapel THEN London Overground to Canada Water Rail Station THEN Walk to Canada Water Bus Station THEN 381 bus to Canada Street THEN Walk to 15 Timber Pond Road, Rotherhithe"
14,IOE00406,73,"Walk to Elmcroft Avenue THEN W12 bus to South Woodford Station THEN Central line to Mile End THEN Hammersmith & City line to Whitechapel THEN London Overground to Peckham Rye Rail Station THEN 63 bus to Friern Road THEN Walk to 1 Friern Road, East Dulwich"
14,IOE00452,49,Walk to Elmcroft Avenue THEN W12 bus to Wanstead Place THEN W14 bus to Snaresbrook Station THEN Central line to Bethnal Green THEN Walk to Globe Town
14,IOE00454,51,"Walk to Nutter Lane THEN 66 bus to Redbridge Station THEN Walk to Redbridge Station THEN Central line to Mile End THEN Walk to Mile End Station / Bow Road THEN 339 bus to Dongola Road THEN Walk to 1 Ocean Street, Tower Hamlets"
